Company Ticker,Sector,Industry,MarketCap,Currency,MarketCap_USD
SLQT,Financial Services,Insurance Brokers,362322784,USD,362322784.0
SLR.MC,Utilities,Utilities - Renewable,1871764096,EUR,2150958487.4998655
SLS,Healthcare,Biotechnology,263921600,USD,263921600.0
SLSN,Consumer Defensive,Household & Personal Products,227656688,USD,227656688.0
SLVM,Basic Materials,Paper & Paper Products,1584219136,USD,1584219136.0
SM,Energy,Oil & Gas E&P,2216623616,USD,2216623616.0
SMA,Real Estate,REIT - Industrial,1909372288,USD,1909372288.0
SMBC,Financial Services,Banks - Regional,605010368,USD,605010368.0
SMBK,Financial Services,Banks - Regional,597853120,USD,597853120.0
SMC,Energy,Oil & Gas Midstream,268831328,USD,268831328.0
SMCI,Technology,Computer Hardware,30159368192,USD,30159368192.0
SMG,Basic Materials,Agricultural Inputs,3117883136,USD,3117883136.0
SMHI,Industrials,Marine Shipping,189643120,USD,189643120.0
SMID,Basic Materials,Building Materials,194360768,USD,194360768.0
SMIN.L,Industrials,Specialty Industrial Machinery,8199174144,GBp,10701786750.120344
SMLR,Healthcare,Medical Devices,384763168,USD,384763168.0
SMMT,Healthcare,Biotechnology,13563743232,USD,13563743232.0
SMP,Consumer Cyclical,Auto Parts,817049920,USD,817049920.0
SMPL,Consumer Defensive,Packaged Foods,1980181120,USD,1980181120.0
SMR,Industrials,Specialty Industrial Machinery,5466866688,USD,5466866688.0
SMT.L,Financial Services,Asset Management,12705184768,GBp,16583155281.256243
SMTC,Technology,Semiconductors,5835550208,USD,5835550208.0
SMTI,Healthcare,Medical Instruments & Supplies,258079152,USD,258079152.0
SN,Consumer Cyclical,"Furnishings, Fixtures & Appliances",12039058432,USD,12039058432.0
SN.L,Healthcare,Medical Devices,11944024064,GBp,15589667474.592154
SNA,Industrials,Tools & Accessories,17567113216,USD,17567113216.0
SNBR,Consumer Cyclical,"Furnishings, Fixtures & Appliances",116359816,USD,116359816.0
SNCR,Technology,Software - Infrastructure,64064768,USD,64064768.0
SNCY,Industrials,Airlines,656824320,USD,656824320.0
SNDA,Healthcare,Medical Care Facilities,482248032,USD,482248032.0
SNDK,Technology,Computer Hardware,30307207168,USD,30307207168.0
SNDR,Industrials,Trucking,3747905280,USD,3747905280.0
SNDX,Healthcare,Biotechnology,1185312128,USD,1185312128.0
SNEX,Financial Services,Capital Markets,4522950656,USD,4522950656.0
SNFCA,Financial Services,Mortgage Finance,220981024,USD,220981024.0
SNOW,Technology,Software - Application,93895041024,USD,93895041024.0
SNPS,Technology,Software - Infrastructure,82791899136,USD,82791899136.0
SNV,Financial Services,Banks - Regional,6207719936,USD,6207719936.0
SNWV,Healthcare,Medical Devices,234934704,USD,234934704.0
SNX,Technology,Electronics & Computer Distribution,12486052864,USD,12486052864.0
SO,Utilities,Utilities - Regulated Electric,102567919616,USD,102567919616.0
SOC,Energy,Oil & Gas Drilling,723417664,USD,723417664.0
SOFI,Financial Services,Credit Services,36895965184,USD,36895965184.0
SOI.PA,Technology,Semiconductor Equipment & Materials,1416679680,EUR,1627993179.4164479
SOL.AX,Financial Services,Capital Markets,14212795392,AUD,9243492736.36995
SOLS,Technology,Semiconductor Equipment & Materials,6985346560,USD,6985346560.0
SOLV,Healthcare,Medical Instruments & Supplies,11811176448,USD,11811176448.0
SON,Consumer Cyclical,Packaging & Containers,3934470912,USD,3934470912.0
SON.LS,Consumer Defensive,Grocery Stores,2702038528,EUR,3105077567.0788608
SONO,Technology,Consumer Electronics,2031997440,USD,2031997440.0
SOUN,Technology,Software - Application,6975513088,USD,6975513088.0
SPB,Consumer Defensive,Household & Personal Products,1304275072,USD,1304275072.0
SPFI,Financial Services,Banks - Regional,591583808,USD,591583808.0
SPG,Real Estate,REIT - Retail,66641162240,USD,66641162240.0
SPG.NZ,Real Estate,Real Estate Services,822409152,NZD,466112640.79236484
SPGI,Financial Services,Financial Data & Stock Exchanges,150497656832,USD,150497656832.0
SPHR,Communication Services,Entertainment,2388201216,USD,2388201216.0
SPIR,Industrials,Specialty Business Services,346815520,USD,346815520.0
SPK.NZ,Communication Services,Telecom Services,4535875072,NZD,2570774781.594573
SPM.MI,Energy,Oil & Gas Equipment & Services,4409757696,EUR,5067522004.668825
SPNS,Technology,Software - Application,2408758528,USD,2408758528.0
SPNT,Financial Services,Insurance - Reinsurance,2205460224,USD,2205460224.0
SPOK,Healthcare,Health Information Services,286520512,USD,286520512.0
SPOT,Communication Services,Internet Content & Information,132539400192,USD,132539400192.0
SPR,Industrials,Aerospace & Defense,4288422400,USD,4288422400.0
SPRY,Healthcare,Biotechnology,851883008,USD,851883008.0
SPSC,Technology,Software - Application,3112131584,USD,3112131584.0
SPT,Technology,Software - Application,611089920,USD,611089920.0
SPWR,Technology,Solar,151273568,USD,151273568.0
SPX.L,Industrials,Specialty Industrial Machinery,5221914624,GBp,6815786047.705497
SPXC,Industrials,Building Products & Equipment,10721126400,USD,10721126400.0
SR,Utilities,Utilities - Regulated Gas,5183582720,USD,5183582720.0
SRBK,Financial Services,Banks - Regional,115319824,USD,115319824.0
SRCE,Financial Services,Banks - Regional,1462905728,USD,1462905728.0
SRDX,Healthcare,Medical Devices,404908672,USD,404908672.0
SRE,Utilities,Utilities - Diversified,60405899264,USD,60405899264.0
SRG.MI,Utilities,Utilities - Regulated Gas,18133866496,EUR,20838733969.796505
SRPT,Healthcare,Biotechnology,2559228928,USD,2559228928.0
SRRK,Healthcare,Biotechnology,2766542848,USD,2766542848.0
SRTA,Industrials,Airports & Air Services,434164064,USD,434164064.0
SSB,Financial Services,Banks - Regional,8930789376,USD,8930789376.0
SSD,Basic Materials,Lumber & Wood Production,7230589440,USD,7230589440.0
SSE.L,Utilities,Utilities - Diversified,21127655424,GBp,27576394757.163418
SSNC,Technology,Software - Application,20681322496,USD,20681322496.0
SSP,Communication Services,Broadcasting,207582864,USD,207582864.0
SSRM,Basic Materials,Gold,4653428736,USD,4653428736.0
SSTI,Technology,Software - Application,121900616,USD,121900616.0
SSTK,Communication Services,Internet Content & Information,802424832,USD,802424832.0
ST,Technology,Scientific & Technical Instruments,4635689472,USD,4635689472.0
STAA,Healthcare,Medical Instruments & Supplies,1246980736,USD,1246980736.0
STAG,Real Estate,REIT - Industrial,7353390080,USD,7353390080.0
STAN.L,Financial Services,Banks - Diversified,35983994880,GBp,46967296078.83571
STBA,Financial Services,Banks - Regional,1419735552,USD,1419735552.0
STC,Financial Services,Insurance - Property & Casualty,1923012480,USD,1923012480.0
STE,Healthcare,Medical Devices,23373791232,USD,23373791232.0
STEL,Financial Services,Banks - Regional,1522828032,USD,1522828032.0
STEP,Financial Services,Asset Management,7489690624,USD,7489690624.0
STGW,Communication Services,Advertising Agencies,1228839168,USD,1228839168.0
STIM,Healthcare,Medical Devices,183165744,USD,183165744.0
STJ.L,Financial Services,Asset Management,6758881280,GBp,8821877040.00307
STKL,Consumer Defensive,Beverages - Non-Alcoholic,620576384,USD,620576384.0
STLAM.MI,Consumer Cyclical,Auto Manufacturers,24918134784,EUR,28634951178.3297
STLD,Basic Materials,Steel,22777057280,USD,22777057280.0
STM.DE,Industrials,Specialty Industrial Machinery,538498048,EUR,618821009.1875328
STMMI.MI,Technology,Semiconductors,18602799104,EUR,21377613081.431652
STNE,Technology,Software - Infrastructure,5088314368,USD,5088314368.0
STNG,Energy,Oil & Gas Midstream,3189623296,USD,3189623296.0
STO.AX,Energy,Oil & Gas E&P,20590880768,AUD,13391570874.340475
STOK,Healthcare,Biotechnology,1430212608,USD,1430212608.0
STRA,Consumer Defensive,Education & Training Services,1783926400,USD,1783926400.0
STRL,Industrials,Engineering & Construction,12060044288,USD,12060044288.0
STRS,Real Estate,Real Estate - Diversified,149537744,USD,149537744.0
STRT,Consumer Cyclical,Auto Parts,284096192,USD,284096192.0
STRW,Real Estate,REIT - Healthcare Facilities,640389824,USD,640389824.0
STRZ,Communication Services,Entertainment,179425008,USD,179425008.0
STT,Financial Services,Asset Management,32592969728,USD,32592969728.0
STWD,Real Estate,REIT - Mortgage,6830272512,USD,6830272512.0
STX,Technology,Computer Hardware,56710352896,USD,56710352896.0
STXS,Healthcare,Medical Instruments & Supplies,253167552,USD,253167552.0
STZ,Consumer Defensive,Beverages - Brewers,22902353920,USD,22902353920.0
SUI,Real Estate,REIT - Residential,16019710976,USD,16019710976.0
SUL.AX,Consumer Cyclical,Specialty Retail,3613223936,AUD,2349911350.0285335
SUM.NZ,Healthcare,Medical Care Facilities,2857312000,NZD,1619424149.9488
SUN.AX,Financial Services,Insurance - Property & Casualty,21006245888,AUD,13661709461.702574
SUNPHARMA.NS,Healthcare,Drug Manufacturers - Specialty & Generic,4054875897856,INR,45727897877.607346
SUNS,Real Estate,REIT - Mortgage,127767792,USD,127767792.0
SUPN,Healthcare,Drug Manufacturers - Specialty & Generic,3123271168,USD,3123271168.0
SUZB3.SA,Basic Materials,Paper & Paper Products,60720197632,BRL,11280201205.980446
SVC,Real Estate,REIT - Hotel & Motel,347070528,USD,347070528.0
SVCO,Technology,Software - Application,175000944,USD,175000944.0
SVRA,Healthcare,Biotechnology,859563008,USD,859563008.0
SVT.L,Utilities,Utilities - Regulated Water,8411728384,GBp,10979218368.15452
SVV,Consumer Cyclical,Specialty Retail,1340431616,USD,1340431616.0
SW,Consumer Cyclical,Packaging & Containers,19095814144,USD,19095814144.0
SW.PA,Industrials,Specialty Business Services,6949091328,EUR,7985625434.484941
SWBI,Industrials,Aerospace & Defense,409274624,USD,409274624.0
SWIM,Industrials,Building Products & Equipment,847260736,USD,847260736.0
SWK,Industrials,Tools & Accessories,10272013312,USD,10272013312.0
SWKH,Financial Services,Asset Management,196301840,USD,196301840.0
SWKS,Technology,Semiconductors,11379948544,USD,11379948544.0
SWX,Utilities,Utilities - Regulated Gas,5828163584,USD,5828163584.0
SXC,Basic Materials,Coking Coal,697643776,USD,697643776.0
SXI,Industrials,Specialty Industrial Machinery,2842042112,USD,2842042112.0
SXT,Basic Materials,Specialty Chemicals,3903062784,USD,3903062784.0
SYBT,Financial Services,Banks - Regional,1941113600,USD,1941113600.0
SYDB.CO,Financial Services,Banks - Regional,27138496512,DKK,4176946245.6241765
SYF,Financial Services,Credit Services,26656264192,USD,26656264192.0
SYK,Healthcare,Medical Devices,136968855552,USD,136968855552.0
SYNA,Technology,Semiconductors,2773346048,USD,2773346048.0
SYRE,Healthcare,Biotechnology,1842844288,USD,1842844288.0
SYY,Consumer Defensive,Food Distribution,34908971008,USD,34908971008.0
T,Communication Services,Telecom Services,173904199680,USD,173904199680.0
TAEE11.SA,Utilities,Utilities - Regulated Electric,13363112960,BRL,2482511730.950042
TAH.AX,Consumer Cyclical,Gambling,2403023104,AUD,1562840102.4935524
TALK,Healthcare,Health Information Services,549292160,USD,549292160.0
TALO,Energy,Oil & Gas E&P,1723874560,USD,1723874560.0
TAP,Consumer Defensive,Beverages - Brewers,8547762688,USD,8547762688.0
TARA,Healthcare,Biotechnology,197539136,USD,197539136.0
TARS,Healthcare,Biotechnology,2946122240,USD,2946122240.0
TATACONSUM.NS,Consumer Defensive,Packaged Foods,1166969667584,INR,13160222687.397675
TATAMOTORS.NS,Consumer Cyclical,Auto Manufacturers,1494474162176,INR,16853576679.089241
TATASTEEL.NS,Basic Materials,Steel,2238158471168,INR,25240299476.88098
TBBK,Financial Services,Banks - Regional,2802202368,USD,2802202368.0
TBCH,Technology,Consumer Electronics,329384352,USD,329384352.0
TBI,Industrials,Staffing & Employment Services,139936064,USD,139936064.0
TBPH,Healthcare,Biotechnology,766498944,USD,766498944.0
TBRG,Healthcare,Health Information Services,288223552,USD,288223552.0
TCAP.BK,Financial Services,Credit Services,53478850560,THB,1642470802.1895168
TCBI,Financial Services,Banks - Regional,3893853952,USD,3893853952.0
TCBK,Financial Services,Banks - Regional,1459558912,USD,1459558912.0
TCBX,Financial Services,Banks - Regional,506031936,USD,506031936.0
TCI,Real Estate,Real Estate Services,382721696,USD,382721696.0
TCL.AX,Industrials,Infrastructure Operations,45007167488,AUD,29271048677.312428
TCMD,Healthcare,Medical Devices,351547136,USD,351547136.0
TCS.NS,Technology,Information Technology Services,10966556213248,INR,123672727654.52556
TCX,Technology,Software - Infrastructure,208938816,USD,208938816.0
TDC,Technology,Software - Infrastructure,2040254976,USD,2040254976.0
TDG,Industrials,Aerospace & Defense,73255370752,USD,73255370752.0
TDOC,Healthcare,Health Information Services,1444633600,USD,1444633600.0
TDS,Communication Services,Telecom Services,4552849920,USD,4552849920.0
TDUP,Consumer Cyclical,Internet Retail,1046867456,USD,1046867456.0
TDW,Energy,Oil & Gas Equipment & Services,2567168000,USD,2567168000.0
TDY,Technology,Scientific & Technical Instruments,24335636480,USD,24335636480.0
TE,Industrials,Electrical Equipment & Parts,652744320,USD,652744320.0
TEAD,Communication Services,Internet Content & Information,136759264,USD,136759264.0
TEAM,Technology,Software - Application,46328602624,USD,46328602624.0
TECH,Healthcare,Biotechnology,9537779712,USD,9537779712.0
TECHM.NS,Technology,Information Technology Services,1252071178240,INR,14119934719.661179
TECX,Healthcare,Biotechnology,327649376,USD,327649376.0
TEF.MC,Communication Services,Telecom Services,21840666624,EUR,25098444482.369125
TEG.DE,Real Estate,Real Estate - Diversified,2571945728,EUR,2955579981.9287806
TEL,Technology,Electronic Components,72717565952,USD,72717565952.0
TEM,Healthcare,Health Information Services,15411371008,USD,15411371008.0
TEN.MI,Energy,Oil & Gas Equipment & Services,18098247680,EUR,20797802212.021248
TENB,Technology,Software - Infrastructure,3483386624,USD,3483386624.0
TER,Technology,Semiconductor Equipment & Materials,28670283776,USD,28670283776.0
TERN,Healthcare,Biotechnology,1227779968,USD,1227779968.0
TEX,Industrials,Farm & Heavy Construction Machinery,3021506560,USD,3021506560.0
TFC,Financial Services,Banks - Regional,56568274944,USD,56568274944.0
TFIN,Financial Services,Banks - Regional,1299858048,USD,1299858048.0
TFSL,Financial Services,Banks - Regional,3833928960,USD,3833928960.0
TFX,Healthcare,Medical Instruments & Supplies,5429087232,USD,5429087232.0
TG,Industrials,Metal Fabrication,228465584,USD,228465584.0
TGLS,Basic Materials,Building Materials,2756265984,USD,2756265984.0
TGNA,Communication Services,Broadcasting,3175920128,USD,3175920128.0
TGT,Consumer Defensive,Discount Stores,41554800640,USD,41554800640.0
TGTX,Healthcare,Biotechnology,5345444352,USD,5345444352.0
TH,Industrials,Specialty Business Services,776279104,USD,776279104.0
THC,Healthcare,Medical Care Facilities,17699160064,USD,17699160064.0
THFF,Financial Services,Banks - Regional,635076096,USD,635076096.0
THG,Financial Services,Insurance - Property & Casualty,6075961856,USD,6075961856.0
THL.NZ,Consumer Cyclical,Recreational Vehicles,559378112,NZD,317035879.7098688
THO,Consumer Cyclical,Recreational Vehicles,5489643520,USD,5489643520.0
THR,Industrials,Specialty Industrial Machinery,964176064,USD,964176064.0
THRM,Consumer Cyclical,Auto Parts,1144692992,USD,1144692992.0
THRY,Communication Services,Internet Content & Information,306345568,USD,306345568.0
THS,Consumer Defensive,Packaged Foods,947380032,USD,947380032.0
TIC,Industrials,Specialty Business Services,2685301760,USD,2685301760.0
TIDLOR.BK,Financial Services,Credit Services,61683298304,THB,1894450149.660549
TIGO,Communication Services,Telecom Services,7752233472,USD,7752233472.0
TILE,Consumer Cyclical,"Furnishings, Fixtures & Appliances",1509812480,USD,1509812480.0
TIMS3.SA,Communication Services,Telecom Services,59064860672,BRL,10972683531.455366
TIPT,Financial Services,Insurance - Specialty,692174336,USD,692174336.0
TISCO.BK,Financial Services,Banks - Regional,86469730304,THB,2655704186.0535088
TIT.MI,Communication Services,Telecom Services,11061875712,EUR,12711877261.265202
TITAN.NS,Consumer Cyclical,Luxury Goods,3402910138368,INR,38375509192.832184
TITN,Industrials,Industrial Distribution,391263616,USD,391263616.0
TJX,Consumer Cyclical,Apparel Retail,156267741184,USD,156267741184.0
TK,Energy,Oil & Gas Midstream,821993472,USD,821993472.0
TKA.DE,Industrials,Conglomerates,5757173248,EUR,6615919542.562252
TKNO,Healthcare,Drug Manufacturers - Specialty & Generic,271857056,USD,271857056.0
TKO,Communication Services,Entertainment,15417915392,USD,15417915392.0
TKR,Industrials,Tools & Accessories,5429652480,USD,5429652480.0
TLC.AX,Consumer Cyclical,Gambling,12151731200,AUD,7903050454.433791
TLI.BK,Financial Services,Insurance - Life,114500001792,THB,3516584740.036854
TLN,Utilities,Utilities - Independent Power Producers,18892705792,USD,18892705792.0
TLS,Technology,Software - Infrastructure,496561536,USD,496561536.0
TLS.AX,Communication Services,Telecom Services,55162408960,AUD,35875653766.84687
TLSI,Healthcare,Medical Devices,234874896,USD,234874896.0
TLX.AX,Healthcare,Biotechnology,5361943040,AUD,3487215581.1774464
TLX.DE,Financial Services,Insurance - Diversified,27139866624,EUR,31188078983.489124
TMCI,Healthcare,Medical Devices,416310912,USD,416310912.0
TMDX,Healthcare,Medical Devices,4262221824,USD,4262221824.0
TMHC,Consumer Cyclical,Residential Construction,5714960384,USD,5714960384.0
TMO,Healthcare,Diagnostics & Research,212229980160,USD,212229980160.0
TMP,Financial Services,Banks - Regional,936340352,USD,936340352.0
TMUS,Communication Services,Telecom Services,227414769664,USD,227414769664.0
TMV.DE,Technology,Software - Application,962987456,EUR,1106627724.2231615
TNC,Industrials,Specialty Industrial Machinery,1470512000,USD,1470512000.0
TNDM,Healthcare,Medical Devices,970297600,USD,970297600.0
TNE.AX,Technology,Software - Application,12063529984,AUD,7845687544.678973
